仓库编码,仓库名称,仓库类型,仓库层级,仓库服务商,状态,国家,省市区,详细地址,邮编,负责人,联系电话,备注,是否实体仓,是否需清关,申报地海关,对应口岸,区间企业,账册编码,创建人,创建时间,更新人,更新时间,仓储货代,外部编码,是否自动生成核注清单,是否需核放申报
AA25080016,伊菲丹温州世贸银泰商品仓,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-08-19 17:55:06,,2025-08-19 17:55:06,,G566,否,否
AA25080015,伊菲丹温州世贸银泰SPA房仓,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-08-19 17:54:35,,2025-08-19 17:54:35,,G567,否,否
AA25080014,伊菲丹温州世贸银泰试用仓,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-08-19 17:54:07,,2025-08-19 17:54:07,,G568,否,否
AA25080013,伊菲丹宝鸡开元银泰商品仓,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-08-19 17:31:19,,2025-08-19 17:31:19,,G563,否,否
AA25080012,伊菲丹宝鸡开元银泰试用仓,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-08-19 17:29:42,,2025-08-19 17:29:42,,G565,否,否
AA25080011,伊菲丹义乌银泰商品仓,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-08-19 17:23:10,,2025-08-19 17:23:10,,G569,否,否
AA25080010,伊菲丹义乌银泰SPA房仓,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-08-19 17:22:39,,2025-08-19 17:22:39,,G570,否,否
AA25080009,伊菲丹宝鸡开元银泰SPA房仓,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-08-19 17:21:46,,2025-08-19 17:21:46,,G564,否,否
AA25080008,伊菲丹义乌银泰试用仓,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-08-19 17:21:09,,2025-08-19 17:21:09,,G571,否,否
AA25020014,佩尔赫乔-美国谷仓-G15503,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-02-20 18:01:03,,2025-02-20 18:01:03,,G421,否,否
AA25080007,佩尔赫乔-美国谷仓-G16353,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-08-15 11:00:03,,2025-08-15 11:00:03,,G562,否,否
AA25080004,美斯蒂克香港骏多拉小红书仓,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-08-13 11:18:07,,2025-08-13 11:18:07,,G559,否,否
JPOSAA,日本大版仓,大贸仓,区域仓,4PX,启用,中国,,,,,,,是,否,,,,,建树,2025-08-06 11:47:09,建树,2025-08-06 17:33:54,日本4PX,,否,否
CNSZXS,IT测试仓库,大贸仓,区域仓,4PX,启用,中国,,,,,,,是,否,,,,,建树,2025-08-06 14:13:54,建树,2025-08-06 14:13:54,长沙拙燕电子商务,,否,否
AA25070005,水羊国际郑州拼多多公共仓-美专,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2025-07-04 10:00:49,诺涵,2025-08-05 13:50:06,自贸达,G477,否,否
AA25040010,DS郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2025-04-17 17:29:29,诺涵,2025-08-05 13:49:47,自贸达,G443,否,否
AA25070016,3LAB郑州自贸达中间仓-美专,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2025-07-07 16:27:19,诺涵,2025-08-05 13:49:25,自贸达,G497,否,否
AA25040017,ISANA郑州拼多多自贸达仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2025-04-29 16:55:53,诺涵,2025-08-05 13:49:09,自贸达,G449,否,否
AA25070065,REVITALASH郑州中心美专,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2025-07-07 20:30:05,诺涵,2025-08-05 13:48:52,菜鸟,G512,否,否
AA25080003,御泥坊中免国际,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-08-04 18:58:07,,2025-08-04 18:58:07,,D01244,否,否
AA25080002,美斯蒂克抖音二店香港中外运仓,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-08-04 13:50:04,,2025-08-04 13:50:04,,G557,否,否
AA25070099,AMOUAGE上海港汇恒隆试用仓,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-30 15:04:00,,2025-07-30 15:04:00,,C988,否,否
AA25070098,AMOUAGE上海港汇恒隆商品库,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-30 15:03:10,,2025-07-30 15:03:10,,C987,否,否
AA25070097,AMOUAGE深圳湾万象城试用仓,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-29 17:07:51,,2025-07-29 17:07:51,,G556,否,否
AA25070096,AMOUAGE深圳湾万象城商品库,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-29 17:07:38,,2025-07-29 17:07:38,,G555,否,否
AA25070095,Amazing郑州菜鸟仓,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-28 18:49:15,,2025-07-28 18:49:15,,G554,否,否
AA25070094,bec菜鸟共享菜园代销仓,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-28 15:21:29,,2025-07-28 15:21:29,,G553,否,否
AA25070093,HB品牌海外-Sherpack,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-28 09:57:27,,2025-07-28 09:57:27,,G551,否,否
AA25070092,HB品牌海外-EV Cargo,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-28 09:57:16,,2025-07-28 09:57:16,,G550,否,否
AA25070090,Mesoestetic香港捷晟,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-23 17:30:01,,2025-07-23 17:30:01,,G549,否,否
AA25070089,贝茗菜园代销仓,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-18 11:58:15,,2025-07-18 11:58:15,,G548,否,否
AA25070088,青岛海信伊菲丹仓,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-14 15:12:00,,2025-07-14 15:12:00,,C983,否,否
AA25070087,青岛海信伊菲丹试用品仓,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-14 15:11:41,,2025-07-14 15:11:41,,C982,否,否
AA25070086,深圳罗湖万象城伊菲丹店试用装仓,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-14 15:08:07,,2025-07-14 15:08:07,,C979,否,否
AA25070085,深圳罗湖万象城伊菲丹店SPA仓,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-14 15:07:54,,2025-07-14 15:07:54,,C980,否,否
AA25070084,深圳罗湖万象城伊菲丹店仓,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-14 15:07:41,,2025-07-14 15:07:41,,C981,否,否
AA25070083,广州天环广场伊菲丹店SPA仓,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-14 15:05:11,,2025-07-14 15:05:11,,C984,否,否
AA25070082,广州天环广场伊菲丹仓,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-14 15:04:52,,2025-07-14 15:04:52,,C986,否,否
AA25070081,广州天环广场伊菲丹店试用装仓,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-14 15:04:31,,2025-07-14 15:04:31,,C985,否,否
AA25070080,瑞瓦德郑州小红书中心仓-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-11 14:30:21,,2025-07-11 14:30:21,,G547,否,否
AA25070079,JO LOVES上海久光试用品库,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-10 11:41:40,,2025-07-10 11:41:40,,C978,否,否
AA25070078,JO LOVES上海久光商品库,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-10 11:41:23,,2025-07-10 11:41:23,,C977,否,否
ZYBC004,长沙跨境销毁仓,保税仓,区域仓,拙燕仓,启用,中国,,,,,,,是,否,,长沙黄花综合保税区,湖南拙燕仓跨境供应链管理有限公司,T4921W000124,,2025-07-01 18:54:11,诺涵,2025-07-09 18:10:57,拙燕跨境供应链,G474,是,否
AA25070077,UNIFON-深圳领讯仓,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-09 11:27:12,,2025-07-09 11:27:12,,C976,否,否
AA25070076,上海芝里商贸有限公司,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-08 17:44:54,,2025-07-08 17:44:54,,C858,否,否
AA25070075,玫瑰是玫瑰大贸寄售,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-08 17:43:50,,2025-07-08 17:43:50,,D01121,否,否
ZZ743,郑州跨境销毁仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,郑州海关,,,,乐嘟,2023-07-03 18:03:12,揽月,2025-02-05 11:58:16,自贸达,E939,否,是
AA25070074,REVITALASH京东代销美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-08 10:48:28,,2025-07-08 10:48:28,,G543,否,否
AA25070073,BEC郑州自贸达小红书旗舰店仓,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-08 10:00:02,,2025-07-08 10:00:02,,G546,否,否
AA25070072,章小蕙多品牌跨境仓-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-08 09:27:03,,2025-07-08 09:27:03,,G513,否,否
AA25070071,JuiceBeauty菜园-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-08 09:26:00,,2025-07-08 09:26:00,,G536,否,否
AA25070070,JuiceBeauty郑州-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-08 09:24:57,,2025-07-08 09:24:57,,G535,否,否
AA25070069,BM长沙菜鸟保税仓-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-08 09:22:12,,2025-07-08 09:22:12,,G502,否,否
AA25070068,贝茗菜鸟中心-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-08 09:21:45,,2025-07-08 09:21:45,,G501,否,否
AA25070067,贝茗郑州菜鸟-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-08 09:21:08,,2025-07-08 09:21:08,,G500,否,否
AA25070066,新零售微信小程序跨境中间仓-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-08 09:20:40,,2025-07-08 09:20:40,,G495,否,否
AA25070063,Milamoursi郑州菜鸟美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 20:30:05,,2025-07-07 20:30:05,,G542,否,否
AA25070064,JuiceB海外京东代-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 20:30:05,,2025-07-07 20:30:05,,G518,否,否
AA25070062,REVITALA郑州菜鸟仓-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 20:30:05,,2025-07-07 20:30:05,,G507,否,否
AA25070054,revitalash菜鸟菜园美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 20:30:04,,2025-07-07 20:30:04,,G506,否,否
AA25070059,DS LABS-菜鸟菜园仓美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 20:30:04,,2025-07-07 20:30:04,,G537,否,否
AA25070061,TRUEB郑州自贸达小红书仓美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 20:30:05,,2025-07-07 20:30:05,,G521,否,否
AA25070056,REVITALASH抖音仓-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 20:30:04,,2025-07-07 20:30:04,,G508,否,否
AA25070057,JuiceB郑州自贸达菜鸟仓美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 20:30:04,,2025-07-07 20:30:04,,G532,否,否
AA25070060,Milamoursi长沙菜鸟美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 20:30:04,,2025-07-07 20:30:04,,G541,否,否
AA25070055,TrueB郑州自贸达菜鸟仓美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 20:30:04,,2025-07-07 20:30:04,,G520,否,否
AA25070058,revitala长沙菜鸟仓-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 20:30:04,,2025-07-07 20:30:04,,G509,否,否
AA25070053,SALT&ST长沙小红书仓-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 20:30:03,,2025-07-07 20:30:03,,G494,否,否
AA25070046,SALT&ST长沙菜鸟仓-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 20:30:02,,2025-07-07 20:30:02,,G490,否,否
AA25070047,SALT&ST郑州菜鸟仓-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 20:30:02,,2025-07-07 20:30:02,,G492,否,否
AA25070051,SALT&ST郑州小红书仓-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 20:30:02,,2025-07-07 20:30:02,,G493,否,否
AA25070049,SALT&ST郑州中间仓-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 20:30:02,,2025-07-07 20:30:02,,G491,否,否
AA25070050,GLO郑州自贸达菜鸟仓美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 20:30:02,,2025-07-07 20:30:02,,G478,否,否
AA25070045,ReVive京东郑州保税仓-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 16:46:16,,2025-07-07 16:46:16,,G545,否,否
AA25070044,MM郑州小红书中心仓-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 16:45:28,,2025-07-07 16:45:28,,G511,否,否
AA25070043,MM长沙小红书中心仓-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 16:44:53,,2025-07-07 16:44:53,,G544,否,否
AA25070042,水羊内购-长沙菜鸟中心仓-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 16:44:32,,2025-07-07 16:44:32,,G540,否,否
AA25070041,抖音水羊国际自贸达仓-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 16:44:05,,2025-07-07 16:44:05,,G539,否,否
AA25070040,水羊堂小程序长沙菜鸟仓-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 16:43:39,,2025-07-07 16:43:39,,G538,否,否
AA25070039,JuiceB长沙菜鸟保税仓-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 16:42:16,,2025-07-07 16:42:16,,G534,否,否
AA25070038,JuiceB郑州菜鸟中心仓-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 16:41:45,,2025-07-07 16:41:45,,G533,否,否
AA25070037,水羊堂小程序长沙保税仓-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 16:40:38,,2025-07-07 16:40:38,,G531,否,否
AA25070036,水羊堂长沙黄花小红书仓-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 16:40:07,,2025-07-07 16:40:07,,G530,否,否
AA25070035,水羊堂长沙菜鸟中心仓-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 16:39:45,,2025-07-07 16:39:45,,G529,否,否
AA25070033,莎娜普蔓郑州自贸达抖音仓-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 16:38:31,,2025-07-07 16:38:31,,G527,否,否
AA25070032,莎娜普蔓郑州自贸达菜鸟仓-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 16:38:13,,2025-07-07 16:38:13,,G526,否,否
AA25070030,莎娜普蔓长沙小红书中心仓-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 16:37:08,,2025-07-07 16:37:08,,G524,否,否
AA25070029,莎娜普蔓长沙菜鸟保税仓-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 16:36:23,,2025-07-07 16:36:23,,G523,否,否
AA25070028,TrueB郑州自贸达中间仓-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 16:35:42,,2025-07-07 16:35:42,,G522,否,否
AA25070027,TrueB长沙小红书中心仓-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 16:35:03,,2025-07-07 16:35:03,,G519,否,否
AA25070026,DS郑州自贸达小红书中心仓-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 16:34:22,,2025-07-07 16:34:22,,G517,否,否
AA25070025,DS郑州抖音自贸达仓-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 16:33:49,,2025-07-07 16:33:49,,G516,否,否
AA25070024,DS长沙小红书中心仓-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 16:33:24,,2025-07-07 16:33:24,,G515,否,否
AA25070023,水羊堂长沙菜鸟保税仓-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 16:32:52,,2025-07-07 16:32:52,,G514,否,否
AA25070022,瑞瓦德长沙小红书中心仓-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 16:32:16,,2025-07-07 16:32:16,,G510,否,否
AA25070021,快手综合店郑州自贸达仓-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 16:31:41,,2025-07-07 16:31:41,,G505,否,否
AA25070020,贝茗郑州自贸达抖音仓-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 16:30:59,,2025-07-07 16:30:59,,G504,否,否
AA25070019,贝茗郑州自贸达小红书仓-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 16:30:22,,2025-07-07 16:30:22,,G503,否,否
AA25070015,3LAB郑州抖音平台仓-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 16:26:51,,2025-07-07 16:26:51,,G496,否,否
AA25070014,水羊堂菜鸟郑州自贸达保税仓-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 16:25:23,,2025-07-07 16:25:23,,G489,否,否
AA25070013,水羊美妆综合店郑州仓-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 16:24:29,,2025-07-07 16:24:29,,G488,否,否
AA25070012,水羊国际京东综合保税仓-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 16:23:58,,2025-07-07 16:23:58,,G487,否,否
AA25070011,长沙拙燕菜鸟中心仓-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 16:23:05,,2025-07-07 16:23:05,,G484,否,否
AA25070010,水羊堂郑州自贸达小红书仓-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 16:22:18,,2025-07-07 16:22:18,,G483,否,否
AA25070008,水羊内购-郑州仓-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 16:20:45,,2025-07-07 16:20:45,,G481,否,否
AA25070007,抖音郑州自贸达仓-美专,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 16:19:27,,2025-07-07 16:19:27,,G480,否,否
AA25070006,委外虚拟原材料仓,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-07 14:30:01,,2025-07-07 14:30:01,,A100,否,否
AA25070004,UNIFON-US谷仓LA-21,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-03 16:49:35,,2025-07-03 16:49:35,,G476,否,否
ZZ704,TMOV平潭有好货菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,否,否,平潭海关,,,,千凡,2023-04-28 17:09:28,揽月,2025-07-02 10:19:33,菜鸟,E703,否,是
ZZ661,MAJDA平潭有好货菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,平潭海关,,,,千凡,2023-03-02 10:57:23,揽月,2025-07-02 10:19:24,菜鸟,E740,否,是
ZZ648,JOLOVES平潭有好货菜鸟仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,平潭海关,,,,千凡,2023-02-02 14:24:24,揽月,2025-07-02 10:19:07,菜鸟,E744,否,是
ZZ696,水羊堂福建平潭小红书仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,平潭海关,,,,千凡,2023-04-11 18:01:55,诺涵,2025-07-02 10:13:49,菜鸟,E910,否,是
AA25040002,福建平潭有好货内购仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,平潭海关,,,,,2025-04-07 15:36:13,诺涵,2025-07-02 10:13:24,福建有好货,G439,否,否
ZZ670,水羊国际多品牌郑州拼多多公共仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,新郑海关,,,,千凡,2023-02-10 21:40:59,诺涵,2025-07-02 10:11:21,自贸达,E871,否,是
ZZ721,hince抖音海外郑州仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,郑州海关,,,,千凡,2023-05-30 17:41:37,揽月,2025-07-02 09:48:18,自贸达,E931,否,是
ZZ244,抖音zelens自贸达,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,揽月,2025-07-02 09:48:02,自贸达,E457,否,是
AA24100003,Mesoestetic郑州拼多多,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,,,,,2024-10-12 17:29:25,揽月,2025-07-02 09:47:45,自贸达,G279,否,是
CK0022,Mesoestetic中间保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,千凡,2022-06-28 20:23:56,揽月,2025-07-02 09:47:24,自贸达,E340,否,是
ZZ095,JoLoves郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,揽月,2025-07-02 09:47:14,自贸达,E338,否,是
AA24080005,快手跨境二店自贸达,保税仓,区域仓,菜鸟中心仓,启用,中国,,,,,,,是,否,,,,,,2024-08-01 19:01:46,揽月,2025-07-02 09:46:56,菜鸟,G250,否,是
AA24040004,美斯蒂克快手海外旗舰店郑州仓,保税仓,区域仓,菜鸟中心仓,启用,中国,,,,,,,是,否,郑州海关,,,,,2024-04-16 17:06:36,揽月,2025-07-02 09:46:44,菜鸟,G173,否,是
ZZ635,PREP郑州自贸达中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,千凡,2023-01-31 14:51:39,揽月,2025-07-02 09:46:31,自贸达,E856,否,是
ZZ064,ESI郑州中间仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,揽月,2025-07-02 09:46:20,自贸达,E304,否,是
ZZ250,快手综合店郑州自贸达仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,经开综保,,,,,2022-06-28 22:05:30,揽月,2025-07-02 09:45:12,菜鸟,E409,否,是
AA25070003,拉法耶特百货(北京)有限公司代销,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-07-02 09:28:47,,2025-07-02 09:28:47,,C974,否,否
AA25060018,AMOUAGE线下—长沙办公室样品仓,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-06-27 16:04:48,,2025-06-27 16:04:48,,C01255,否,否
AA25060017,ReVive天猫海外郑州专用仓,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-06-27 11:43:55,,2025-06-27 11:43:55,,G473,否,否
AA25060016,伊菲丹天猫国际探物,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-06-26 15:40:07,,2025-06-26 15:40:07,,G472,否,否
AA25060015,DS郑州自贸达菜鸟专用仓,保税仓,区域仓,其他,启用,,,,,,,,是,否,,,,,,2025-06-25 18:37:37,,2025-06-25 18:37:37,,G471,否,否
ZZ892,LAKME长沙菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,黄花综保,长沙黄花综合保税区,湖南拙燕仓跨境电子商务有限公司,T4921W000126,乐嘟,2024-01-31 15:52:55,诺涵,2025-06-25 14:06:54,菜鸟,G136,否,是
ZZ826,ZELENS长沙菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,黄花综保,长沙黄花综合保税区,湖南拙燕仓跨境电子商务有限公司,T4921W000126,乐嘟,2023-10-26 14:33:46,诺涵,2025-06-25 11:42:42,菜鸟,E975,否,是
ZZ836,水羊美妆综合店长沙菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,黄花综保,长沙黄花综合保税区,湖南拙燕仓跨境电子商务有限公司,T4921W000126,乐嘟,2023-10-31 10:29:38,诺涵,2025-06-25 11:31:20,菜鸟,G077,否,是
ZZ821,水羊堂长沙菜鸟保税仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,黄花综保,长沙黄花综合保税区,湖南拙燕仓跨境电子商务有限公司,T4921W000126,乐嘟,2023-09-28 13:52:32,诺涵,2025-06-25 11:30:54,菜鸟,G076,否,是
AA24080026,LAKME长沙黄花小红书仓,保税仓,区域仓,其他,启用,中国,,,,,,,是,否,,长沙黄花综合保税区,湖南拙燕仓跨境电子商务有限公司,T4921W000094,,2024-08-21 16:08:36,诺涵,2025-06-24 17:20:57,菜鸟,G260,否,是
